annotator,doc_id,slot,model,mode,rubric_used,rubric_switched,question_language,faith_grounding,faith_precision,faith_numerical_fidelity,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,linguistic,accept,faith_mean,quality_mean,composite,reason
claude,EP-4504821-A1,Q3,sonnet-4.6,technical,technical,0,es,5,5,5,4,4,4,5,,,,,4,yes,5.0,4.25,4.4167,"Accurate 3-18 range, anchored to R2 in pre-crosslinked organopolysiloxanes, which makes it a plausible and reasonably specific query despite the Spanish-English term mix in the question."
claude,EP-4504821-A1,Q4,gpt-5.4-mini,technical,technical,0,es,5,5,5,2,1,3,5,,,,,5,no,5.0,2.75,4.25,Duplicate of Q1 with a mixed-language answer ('1 to 500'); faithful but entirely unanchored and unspecific.
claude,EP-4504821-A1,Q5,gpt-5-mini,technical,technical,0,es,5,5,5,2,1,3,5,,,,,5,no,5.0,2.75,4.25,"Answer matches the passage exactly, but asking for the values of k1 with no subject context makes the question useless for retrieval."
claude,EP-4504821-A1,Q6,gemini-3.5-flash,technical,technical,0,es,5,5,5,3,3,4,5,,,,,4,yes,5.0,3.75,4.25,"Correct 3-18 range and some anchoring via 'divalent R2 group', though it lacks the organopolysiloxane context that would make it more discriminative."
claude,EP-4577789-A1,Q1,grok-4.3,technical,technical,0,zh,5,4,5,3,3,2,4,,,,,5,yes,4.6667,3.0,4.2222,"Answer is lifted directly from the ZH abstract with slight redundancy (repeats the destination), and the question largely reuses source wording without naming the kiln type."
claude,EP-4577789-A1,Q2,gemini-3.5-flash,technical,technical,0,zh,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"Clean single-fact question that names the PFR shaft kiln, with a minimal exact answer (预热区 (21))."
claude,EP-4577789-A1,Q3,qwen3.6-35b-a3b,technical,technical,0,zh,5,5,5,4,3,4,4,,,,,5,yes,5.0,3.75,4.5833,"Well-paraphrased query about the duct's endpoints; answer is exact, though it asks for a pair rather than a single item and lacks kiln-type context."
claude,EP-4577789-A1,Q4,sonnet-4.6,technical,technical,0,zh,5,4,5,4,3,3,5,,,,,5,yes,4.6667,3.75,4.4722,"Grounded and the only question on a different fact (waste gas outlet), but the answer adds the 'from one of the shafts' clause and the fact itself is generic to shaft kilns."
claude,EP-4577789-A1,Q5,gpt-5-mini,technical,technical,0,zh,5,5,5,3,2,3,5,,,,,5,no,5.0,3.25,4.4167,Nearly tautological — asking which duct conducts the cooling gas and answering 'cooling gas duct' yields little discriminative value as a benchmark question.
claude,EP-4577789-A1,Q6,gpt-5.4-mini,technical,technical,0,zh,5,5,5,3,3,4,4,,,,,4,yes,5.0,3.5,4.1667,"Correct and paraphrased, but colloquial '从哪里...到哪里' phrasing is less search-like and it is effectively a duplicate of Q3."
claude,EP-4584229-A1,Q1,gemini-3.5-flash,technical,technical,0,es,5,5,5,3,2,4,5,,,,,5,yes,5.0,3.5,4.5,"Answer exact and focused, but the generic R-NR'H carbon range is weakly discriminative across patents."
claude,EP-4584229-A1,Q2,sonnet-4.6,technical,technical,0,es,5,5,5,3,4,3,4,,,,,3,yes,5.0,3.5,3.8333,"Most specific question thanks to the dispersion-powder context, though the untranslated 'amino compounds' mars the Spanish."
claude,EP-4584229-A1,Q3,gpt-5.4-mini,technical,technical,0,es,5,5,5,4,2,4,5,,,,,3,no,5.0,3.75,3.9167,"Telegraphic and vague ('rango de carbonos'), no document context, and near-duplicate of Q1/Q4."
claude,EP-4584229-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,es,5,5,5,3,2,4,5,,,,,5,yes,5.0,3.5,4.5,Faithful and well-formed but generic and redundant with Q1.
claude,EP-4584229-A1,Q5,grok-4.3,technical,technical,0,es,5,5,5,3,2,4,4,,,,,4,no,5.0,3.25,4.0833,Answer is a Spanish/English mash-up ('un ... con') and the question lacks any discriminative context.
claude,EP-4584229-A1,Q6,gpt-5-mini,technical,technical,0,es,5,5,5,3,1,4,4,,,,,5,no,5.0,3.0,4.3333,Faithful but maximally generic: R in R-NR'H without any context would match countless amine patents.
claude,EP-4627127-A1,Q1,gemini-3.5-flash,technical,technical,0,de,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,"Answer 'Strukturbauteile' matches the title's 'structural component'; question is a single fact but phrased conversationally rather than as a search query, and somewhat generic."
claude,EP-4627127-A1,Q2,grok-4.3,technical,technical,0,de,5,5,5,3,2,3,3,,,,,5,yes,5.0,2.75,4.25,"Answer is an accurate translation of the abstract's processing steps, but the question is very generic (could match countless aluminum alloy patents) and asks for a multi-part list."
claude,EP-4627127-A1,Q3,sonnet-4.6,technical,technical,0,de,5,5,5,3,3,3,5,,,,,4,no,5.0,3.5,4.1667,"Grounded, but the answer is in English while the question is German, 'diese' makes the question deictic and not standalone, and it duplicates Q1."
claude,EP-4627127-A1,Q4,gpt-5.4-mini,technical,technical,0,de,5,5,5,2,1,3,5,,,,,5,no,5.0,2.75,4.25,Trivially grounded but entirely non-specific — 'which material is cast?' would match essentially any casting patent and cannot retrieve this document.
claude,EP-4627127-A1,Q5,gpt-5-mini,technical,technical,0,de,5,5,5,2,1,3,5,,,,,5,no,5.0,2.75,4.25,"Answer 'hohe Festigkeit' is supported, but the question is vacuous (asks for a strength value and gets 'high'), generic, and useless for retrieval."
claude,EP-4627127-A1,Q6,qwen3.6-35b-a3b,technical,technical,0,de,5,5,5,3,3,4,4,,,,,5,yes,5.0,3.5,4.5,"Accurately grounded answer ('tailored rolling and downstream thermal processing'), better paraphrased and more specific than Q2 by anchoring on the post-casting steps, though still fairly generic."
claude,EP-4627881-A1,Q1,gemini-3.5-flash,semantic,semantic,0,zh,4,4,5,,,,,2,4,3,3,3,no,4.3333,3.0,3.4444,"The premise ('when a single nozzle's ionised gas beam is insufficient') and the terms nozzle/ionised gas beam are invented and not in the passage, the query is contrived, and the answer awkwardly mixes German terms with Chinese."
claude,EP-4627881-A1,Q2,grok-4.3,semantic,semantic,0,zh,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"Natural, fluent query about constructing a multi-plasma-flame system for melting plants, with an answer extracted verbatim from the EN abstract."
claude,EP-4627881-A1,Q3,gpt-5.4-mini,semantic,semantic,0,zh,5,5,5,,,,,3,3,3,3,4,yes,5.0,3.0,4.0,"Reasonable paraphrase of the plasma generation unit concept with a verbatim German answer span, though it is somewhat wordy and close to the source wording."
claude,EP-4627881-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,zh,3,4,5,,,,,2,5,3,2,4,no,4.0,3.0,3.6667,"The question's framing (continuous production, small generators, complete production line) is not in the passage and is too generic to retrieve it, even though the answer itself is a fair Chinese rendering of the plasma generation unit."
claude,EP-4627881-A1,Q5,sonnet-4.6,semantic,semantic,0,zh,5,5,5,,,,,3,4,4,3,5,yes,5.0,3.5,4.5,"Fluent conceptual query about an operating method spanning single devices and the whole melting plant, with a faithful Chinese translation of the passage's method clause; 'unified control' is a slight stretch of 'operating method'."
claude,EP-4627881-A1,Q6,gpt-5-mini,semantic,semantic,0,zh,5,5,5,,,,,3,3,3,2,5,no,5.0,2.75,4.25,Fluent but extremely generic ('what hardware generates industrial plasma flames') and would match countless plasma torch documents; answer is faithful but trivial.
claude,EP-4630021-A1,Q1,gpt-5.4-mini,technical,technical,0,de,5,5,5,3,1,3,4,,,,,5,no,5.0,2.75,4.25,"Answer is exact, but 'Welche Eigenschaften hat das flüssige Injektionsprodukt' lacks any equine/placental anchor and would match countless injectable documents."
claude,EP-4630021-A1,Q2,qwen3.6-35b-a3b,technical,technical,0,de,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Answer list is exact and the question is well paraphrased, but 'Injektionsprodukt' alone gives no equine/amnion/placenta cue, so it barely narrows to this patent."
claude,EP-4630021-A1,Q3,grok-4.3,technical,technical,0,de,5,5,5,3,4,4,4,,,,,5,yes,5.0,3.75,4.5833,"Names the amnion/amniotic-fluid injectable explicitly so it targets this document, and the answer is an exact span."
claude,EP-4630021-A1,Q4,gpt-5-mini,technical,technical,0,de,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Concise, specific query combining equine and therapeutic compositions; answer (placental-derived materials) is directly supported."
claude,EP-4630021-A1,Q5,gemini-3.5-flash,technical,technical,0,de,5,5,5,4,4,5,5,,,,,4,yes,5.0,4.5,4.5,"Good paraphrase ('Ausgangsstoffe', 'pferdespezifisch') with a faithful answer; answer phrase 'aus der Plazenta gewonnenen Materialien' is slightly ungrammatical standalone."
claude,EP-4630021-A1,Q6,sonnet-4.6,technical,technical,0,de,5,5,5,2,5,3,5,,,,,5,yes,5.0,3.75,4.5833,"Highly specific and faithfully answered, but the long, near-translated sentence reads more like a comprehension question than a search-bar query."
claude,EP-4633645-A1,Q1,grok-4.3,technical,technical,0,fr,5,5,5,2,3,2,4,,,,,4,no,5.0,2.75,3.9167,"Answer is exact, but the question gives away the key terms and asks only for a trivial qualifier ('élevé'), reading more like a cloze test than a search query."
claude,EP-4633645-A1,Q2,gpt-5.4-mini,technical,technical,0,fr,5,5,5,3,3,3,4,,,,,5,yes,5.0,3.25,4.4167,"Faithful answer and a reasonably paraphrased, single-fact question, though 'caractéristique de phosphorylation' is somewhat vague and only weakly anchored to this patent."
claude,EP-4633645-A1,Q3,gpt-5-mini,technical,technical,0,fr,5,4,5,3,3,3,4,,,,,4,yes,4.6667,3.25,3.9722,"Supported and focused, but the answer ('phosphorylation de l'ubiquitine Ser65') slightly mismatches the question asking for the site (Ser65) and the question already reveals most of the answer terms."
claude,EP-4633645-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,fr,5,5,5,3,3,4,4,,,,,5,yes,5.0,3.5,4.5,"Well-paraphrased single-fact question with an exact answer, though 'affections neurodégénératives ciblées' alone does not strongly narrow to this document."
claude,EP-4633645-A1,Q5,gemini-3.5-flash,technical,technical,0,fr,5,5,5,2,3,3,4,,,,,4,no,5.0,3.0,4.0,"Answer is faithful, but 'Quel état de l'ubiquitine Ser65' is an unnatural formulation that leaks the key term and reads poorly as a search query."
claude,EP-4633645-A1,Q6,sonnet-4.6,technical,technical,0,fr,5,5,5,4,4,4,4,,,,,5,yes,5.0,4.0,4.6667,"Best of the set: faithful answer, natural paraphrase ('marqueur biologique'), and the reference to compounds of formula (I) anchors the query to this patent without leaking the answer."
claude,EP-4633791-A1,Q1,grok-4.3,semantic,semantic,0,zh,5,4,5,,,,,4,3,3,4,4,yes,4.6667,3.5,4.0556,"Answer is a faithful rendering of the abstract's application sentence; question is a plausible query naming protein microcapsules and home/personal care, though fairly close to the passage wording."
claude,EP-4633791-A1,Q2,sonnet-4.6,semantic,semantic,0,zh,5,5,5,,,,,5,5,5,4,5,yes,5.0,4.75,4.9167,"Strongly paraphrased, concept-level query (natural biomacromolecule vs synthetic shell) that maps well to protein-based fragrance microcapsules; answer is a verbatim French span, though the 'no synthetic polymer' contrast is the asker's framing rather than stated in the passage."
claude,EP-4633791-A1,Q3,gpt-5.4-mini,semantic,semantic,0,zh,5,5,5,,,,,2,3,2,2,3,no,5.0,2.25,3.4167,"Answer is correct, but the question is anaphoric ('这类') and generic, with awkward phrasing ('更偏向'), so it would not retrieve this passage over any other perfumed-product document."
claude,EP-4633791-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,zh,4,3,5,,,,,4,4,4,3,4,yes,4.0,3.75,3.9167,"Good conceptual query about integrating fragrance into household/personal care products via microencapsulation, but the passage gives no 'how', so the answer merely restates the product list and only loosely answers the question."
claude,EP-4633791-A1,Q5,gpt-5-mini,semantic,semantic,0,zh,5,4,5,,,,,3,2,2,4,4,yes,4.6667,2.75,3.8056,"Faithful and retrieves the document well, but the question nearly mirrors the abstract wording and the answer is circular ('a new process') with no substantive content."
claude,EP-4633791-A1,Q6,gemini-3.5-flash,semantic,semantic,0,zh,5,5,5,,,,,4,4,3,3,4,yes,5.0,3.5,4.1667,"Well paraphrased ('微包裹体', '加香日化产品') and the answer is exactly supported, though the demonstrative '这种' makes it somewhat context-dependent as a standalone query."
claude,EP-4634436-A1,Q1,gpt-5-mini,semantic,semantic,0,fr,5,4,5,,,,,3,4,3,3,5,yes,4.6667,3.25,4.3056,Answer is a verbatim span matching the conditional step; question is well paraphrased but reads more like a comprehension question than a retrieval query and is somewhat generic.
claude,EP-4634436-A1,Q2,sonnet-4.6,semantic,semantic,0,fr,5,5,5,,,,,4,4,5,5,5,yes,5.0,4.5,4.8333,"Conceptual, fluent query with good paraphrase (séparateurs/intégrité) that targets the passage's distinctive inert-gas anode/cathode injection idea; answer span is exact."
claude,EP-4634436-A1,Q3,qwen3.6-35b-a3b,semantic,semantic,0,fr,4,4,5,,,,,4,5,4,4,5,no,4.3333,4.25,4.5278,"Question adds claims not in the passage ('fissurées', 'sans démonter l'ensemble de la pile') and localisation is not what the test is said to do, so the question premise is partly unsupported."
claude,EP-4634436-A1,Q4,gemini-3.5-flash,semantic,semantic,0,fr,5,5,5,,,,,3,5,4,2,5,no,5.0,3.5,4.5,"Heavily paraphrased and accurate, but so abstracted (components, faults, validation protocol) that it would match countless maintenance documents and not retrieve this electrolyzer passage."
claude,EP-4634436-A1,Q5,gpt-5.4-mini,semantic,semantic,0,fr,5,5,5,,,,,4,3,3,5,5,yes,5.0,3.75,4.5833,"Accurate and retrievable, though it keeps much of the source vocabulary and is close to a fact lookup; near-duplicate of Q2/Q6 on the same span."
claude,EP-4634436-A1,Q6,grok-4.3,semantic,semantic,0,fr,5,5,5,,,,,3,4,5,5,4,yes,5.0,4.25,4.4167,"Conceptual and well grounded, but 'pôles' is an odd substitute for anode/cathode and 'valider l'existence réelle' is slightly awkward, lowering realism."
claude,MX-2025002756-A,Q1,gemini-3.5-flash,technical,technical,0,en,5,5,5,4,5,4,5,,,,,5,yes,5.0,4.5,4.8333,"Exact answer, and the Mn/Si qualifiers make the query discriminative among lead-free brass patents."
claude,MX-2025002756-A,Q2,sonnet-4.6,technical,technical,0,en,5,5,5,4,3,4,5,,,,,4,yes,5.0,4.0,4.3333,"Faithful and concise, though Pb limits in lead-free brass are a common claim so it only moderately narrows the search."
claude,MX-2025002756-A,Q3,grok-4.3,technical,technical,0,en,5,5,5,4,3,4,5,,,,,5,yes,5.0,4.0,4.6667,"Accurate and focused, but 'the lead-free brass alloy' alone does not strongly distinguish this document."
claude,MX-2025002756-A,Q4,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Answer is correct but 'the alloy' is unanchored, so the query would match countless lead-limited alloy documents."
claude,MX-2025002756-A,Q5,gpt-5-mini,technical,technical,0,en,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Correct answer, but 'the alloy' gives no context (not even brass or lead-free), making it arbitrary as a retrieval query."
claude,MX-2025002756-A,Q6,gpt-5.4-mini,technical,technical,0,en,5,5,5,3,3,4,5,,,,,3,yes,5.0,3.75,3.9167,"Faithful near-duplicate of Q3 with slightly awkward phrasing ('What Mn content range is in'), acceptable but weaker."
claude,MX-2025004470-A,Q1,gpt-5-mini,semantic,semantic,0,en,5,3,5,,,,,4,4,4,4,5,yes,4.3333,4.0,4.4444,"Good conceptual paraphrase of the in-reactor electrical heating idea; answer is verbatim but includes the feeding step, which is padding relative to the question."
claude,MX-2025004470-A,Q2,gpt-5.4-mini,semantic,semantic,0,en,5,5,5,,,,,4,4,3,3,5,yes,5.0,3.5,4.5,"Clean answer on the preheater combustion step with exact 500-650°C, but fired preheating before a dehydrogenation reactor is generic and less distinctive than the electric-heating novelty."
claude,MX-2025004470-A,Q3,grok-4.3,semantic,semantic,0,en,5,4,5,,,,,4,4,5,4,5,yes,4.6667,4.25,4.6389,Concept-oriented question on combining electric heating with catalysis that targets the passage's core idea; answer is a contiguous span with slight tail padding about the product stream.
claude,MX-2025004470-A,Q4,gemini-3.5-flash,semantic,semantic,0,en,4,5,5,,,,,4,5,5,3,5,yes,4.6667,4.25,4.6389,"Strongly paraphrased and plausible, though 'counteract temperature drop' and 'endothermic' are inferred framing not stated in the passage, so the link to the answer is slightly indirect."
claude,MX-2025004470-A,Q5,qwen3.6-35b-a3b,semantic,semantic,0,en,3,5,5,,,,,3,5,4,2,5,no,4.3333,3.5,4.2778,'Precise thermal regulation' is not something the passage claims—it only says an electrical element heats the feed—so the question overreaches and is too generic to single out this document.
claude,MX-2025004470-A,Q6,sonnet-4.6,semantic,semantic,0,en,5,3,5,,,,,4,4,5,5,5,yes,4.3333,4.5,4.6111,"Best retrievability: captures both the combustion preheater and in-reactor electric elements, uniquely matching this passage; answer span includes the feeding step as mild padding."
claude,MX-2025005046-A,Q1,qwen3.6-35b-a3b,semantic,semantic,0,de,5,5,5,,,,,3,5,5,4,4,yes,5.0,4.25,4.4167,"Answer is a faithful rendering of both mechanism sentences; question is strongly paraphrased and conceptual, though 'belüftetes Reinigungssystem' is vague and 'so ausgelegt, um' is slightly awkward German."
claude,MX-2025005046-A,Q2,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,4,4,5,5,5,yes,5.0,4.5,4.8333,"Fluent, natural query combining UV and magnetic fields for water purification, clearly distinguishing this passage, with a fully grounded answer."
claude,MX-2025005046-A,Q3,gemini-3.5-flash,semantic,semantic,0,de,5,5,5,,,,,3,5,5,3,4,yes,5.0,4.0,4.3333,"Answer matches the magnetic ring sentence exactly; question is heavily paraphrased ('Verweilzeit', 'aktiver Sauerstoff') but 'künstlich' and the lack of any water/magnet cue weaken realism and retrievability."
claude,MX-2025005046-A,Q4,grok-4.3,semantic,semantic,0,de,5,5,5,,,,,4,4,4,4,4,yes,5.0,4.0,4.3333,"Grounded single-sentence answer about the reflection cover; question is a plausible conceptual query, though 'Reflektionsabdeckung' spelling and 'konfiguriert, um' are minor flaws."
claude,MX-2025005046-A,Q5,sonnet-4.6,semantic,semantic,0,de,5,5,5,,,,,4,4,5,5,5,yes,5.0,4.5,4.8333,Well-framed conceptual question on the role of magnetic fields in a water purifier; answer is accurate though the slash-heavy singular/plural form is clumsy to read.
claude,MX-2025005046-A,Q6,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,3,4,4,3,3,no,5.0,3.5,3.8333,"Answer is grounded but has a grammar error ('radikalisierten Sauerstoffmolekülen' should be genitive 'radikalisierter Sauerstoffmoleküle') and the question is long, never mentions water, and largely duplicates Q3/Q5."
claude,MX-2025006624-A,Q1,gpt-5.4-mini,semantic,semantic,0,fr,5,5,5,,,,,3,4,4,3,4,yes,5.0,3.5,4.1667,"Answer is a faithful extract; question is a natural, moderately paraphrased problem-style query, though 'comment rendre' is slightly awkward and the query is somewhat generic."
claude,MX-2025006624-A,Q2,grok-4.3,semantic,semantic,0,fr,4,4,5,,,,,3,4,4,3,3,yes,4.3333,3.5,3.6111,"Answer combines two supported spans with correct figures, but 'propriétés de mise en œuvre industrielles' is an inference beyond the passage and 'polymérisables par actinique' is ungrammatical French."
claude,MX-2025006624-A,Q3,qwen3.6-35b-a3b,semantic,semantic,0,fr,5,5,5,,,,,3,5,5,4,3,yes,5.0,4.25,4.0833,"Answer is verbatim from the passage; question is well paraphrased and conceptual, with 'contrôlant la rhéologie' loosely tied to the viscosity limit, but 'stratégie formulation' is missing 'de' and the answer is in English rather than French."
claude,MX-2025006624-A,Q4,gpt-5-mini,semantic,semantic,0,fr,5,4,5,,,,,3,2,3,3,3,no,4.6667,2.75,3.4722,"Faithful but the answer is a long, half-translated English/French mash-up with padding, and the question largely reuses passage vocabulary with a redundant 'origine biobasée'."
claude,MX-2025006624-A,Q5,gemini-3.5-flash,semantic,semantic,0,fr,5,5,5,,,,,4,4,3,4,4,yes,5.0,3.75,4.25,"Answer exactly matches the reagent list; question is a realistic, specific, well-paraphrased query ('polyéther-acrylate d'origine naturelle'), though more fact- than concept-oriented and 'réactifs' slightly stretches the passage."
claude,MX-2025006624-A,Q6,sonnet-4.6,semantic,semantic,0,fr,5,5,5,,,,,4,5,5,3,3,yes,5.0,4.25,4.0833,"Answer is a faithful French rendering of compound A; question is strongly paraphrased and conceptual, but 'sans sacrifier la réactivité' is not stated in the passage and the answer contains a stray Spanish fragment '(met)acrilato'."
claude,MX-2025007206-A,Q1,qwen3.6-35b-a3b,technical,technical,0,de,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Fluent German question whose answer ('above -80°C') is directly supported by the passage and names the rAAV formulations, though the answer span is left in English while the question is German."
claude,MX-2025007206-A,Q2,grok-4.3,technical,technical,0,de,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"Clean, grammatical German question with a language-consistent, exactly grounded answer ('oberhalb von -80 °C') and a single clear fact target."
claude,MX-2025007206-A,Q3,sonnet-4.6,technical,technical,0,de,5,5,5,3,4,3,4,,,,,3,yes,5.0,3.5,3.8333,"Correctly grounded and specific, but wordy and stilted ('für die Langzeitlagerung im Regal gelagert' is a literal calque of 'shelf storage'), which hurts realism and fluency."
claude,MX-2025007206-A,Q4,gpt-5.4-mini,technical,technical,0,de,5,4,5,4,4,4,5,,,,,5,yes,4.6667,4.25,4.6389,"Fluent and well grounded, with only a slight mismatch between the point-temperature framing ('Bei welcher Temperatur') and the threshold answer 'bei Temperaturen über -80 °C'."
claude,MX-2025007206-A,Q5,gpt-5-mini,technical,technical,0,de,5,5,5,2,2,4,4,,,,,4,no,5.0,3.0,4.0,"The answer is faithful, but the query names no rAAV/formulation anchor and is phrased as a meta-question about what the text 'nennt', so it would match arbitrary storage-temperature documents."
claude,MX-2025007206-A,Q6,gemini-3.5-flash,technical,technical,0,de,4,4,4,3,4,3,4,,,,,3,no,4.0,3.5,3.5,Awkward German ('Über welcher Lagertemperatur' instead of 'Oberhalb welcher') and a bare '-80°C' answer that drops the 'above' threshold direction make it the weakest of several near-identical items.
claude,MX-2025007510-A,Q1,gpt-5.4-mini,semantic,semantic,0,es,5,3,5,,,,,4,3,4,4,5,yes,4.3333,3.75,4.3611,"Good paraphrased concept question, but the answer span is over-long, carries the OCR artifact '5' and mixes in English 'hours'."
claude,MX-2025007510-A,Q2,gemini-3.5-flash,semantic,semantic,0,es,5,5,5,,,,,4,5,4,4,5,yes,5.0,4.25,4.75,"Well paraphrased (trastorno circulatorio, tomas diarias) and tightly answered from the passage."
claude,MX-2025007510-A,Q3,gpt-5-mini,semantic,semantic,0,es,5,5,5,,,,,3,4,4,3,5,yes,5.0,3.5,4.5,"Faithful and fluent, but 'esta formulación' is context-dependent and the two-part question is less search-like."
claude,MX-2025007510-A,Q4,qwen3.6-35b-a3b,semantic,semantic,0,es,4,5,5,,,,,4,5,5,3,5,yes,4.6667,4.25,4.6389,Strongly paraphrased conceptual query; 'proteger' slightly exceeds the passage and the query is generic enough to match many liposome documents.
claude,MX-2025007510-A,Q5,grok-4.3,semantic,semantic,0,es,5,5,5,,,,,5,4,4,3,4,yes,5.0,4.0,4.3333,"Natural search-style phrasing with a faithful answer, though the query could match many pulmonary-hypertension dosing documents."
claude,MX-2025007510-A,Q6,sonnet-4.6,semantic,semantic,0,es,5,4,5,,,,,4,4,5,5,5,yes,4.6667,4.5,4.7222,"Combines encapsulation strategy with the indication and dosing benefit, making it highly distinctive and well grounded."
claude,MX-2025009131-A,Q1,gpt-5-mini,technical,technical,0,zh,5,5,5,2,2,3,5,,,,,4,no,5.0,3.0,4.0,"Answer is exact, but the question ('what kind of polymer is the polymer composed of') has no anchoring context and would match countless polymer documents."
claude,MX-2025009131-A,Q2,grok-4.3,technical,technical,0,zh,5,5,5,2,1,3,5,,,,,4,no,5.0,2.75,3.9167,"Answer is grounded, but 'why maintain elevated pressure' is context-free and arbitrarily generic as a retrieval query."
claude,MX-2025009131-A,Q3,qwen3.6-35b-a3b,technical,technical,0,zh,5,5,5,3,2,4,5,,,,,4,no,5.0,3.5,4.1667,"Correct answer and decent paraphrase, but lacks the foam/polymer context needed to narrow to this document."
claude,MX-2025009131-A,Q4,gpt-5.4-mini,technical,technical,0,zh,5,5,5,3,2,4,5,,,,,4,no,5.0,3.5,4.1667,Faithful and fluent but too generic ('what fluid pressurizes the chamber') with no domain anchor.
claude,MX-2025009131-A,Q5,gemini-3.5-flash,technical,technical,0,zh,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"Faithful, fluent, and anchored by 'flexible foam production process' plus autoclave/mold cavity, making it reasonably specific."
claude,MX-2025009131-A,Q6,sonnet-4.6,technical,technical,0,zh,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"Faithful and natural, with flexible-foam and autoclave/mold context that narrows the query; near-duplicate of Q5."
claude,MX-2025009666-A,Q1,gpt-5-mini,technical,technical,0,en,5,5,5,3,3,3,5,,,,,4,yes,5.0,3.5,4.1667,"Answer is directly extracted and focused, though the phrasing borrows claim language ('one or more gas outlets') and targets a generic dump-tank detail rather than the metallocene catalyst subject of the patent."
claude,MX-2025009666-A,Q2,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,3,3,4,5,,,,,5,yes,5.0,3.75,4.5833,"Faithful, concise, single-fact question with light paraphrase ('positioned'), but the dump-tank fluid outlet is a generic detail that would match many reactor patents."
claude,MX-2025009666-A,Q3,sonnet-4.6,technical,technical,0,en,5,5,5,3,3,3,5,,,,,4,yes,5.0,3.5,4.1667,Faithful and correctly answered; adding 'used to receive reactor product' slightly aids specificity but makes it wordier and less search-like.
claude,MX-2025009666-A,Q4,gemini-3.5-flash,technical,technical,0,en,5,5,5,4,3,4,5,,,,,5,yes,5.0,4.0,4.6667,"Shortest, cleanest variant of the gas-outlet question, faithful and focused, though still a generic equipment detail with limited retrieval power."
claude,MX-2025009666-A,Q5,grok-4.3,technical,technical,0,en,5,5,5,4,3,4,5,,,,,5,yes,5.0,4.0,4.6667,"The only question targeting the patent's actual subject (metallocene catalyst preparation); answer 'hydrocarbon solvent' is directly supported, though the fact is fairly generic across metallocene patents."
claude,MX-2025009666-A,Q6,gpt-5.4-mini,technical,technical,0,en,5,5,5,4,2,4,5,,,,,5,yes,5.0,3.75,4.5833,"Faithful and search-like, but the most generic of the fluid-outlet variants; 'bottom of the vessel' is a near-trivial answer that would match many dump-tank descriptions."
claude,MX-2025010190-A,Q1,gpt-5-mini,technical,technical,0,en,5,5,5,3,2,3,5,,,,,5,no,5.0,3.25,4.4167,"Answer is exact, but 'recombinant polypeptide' with 'amino acid profile' is generic and the question gives little to distinguish this patent from many others."
claude,MX-2025010190-A,Q2,gpt-5.4-mini,technical,technical,0,en,5,5,5,2,1,3,5,,,,,5,no,5.0,2.75,4.25,Trivially true of almost any biotech patent; the question cannot narrow to this document at all.
claude,MX-2025010190-A,Q3,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,3,3,4,5,,,,,5,yes,5.0,3.75,4.5833,"Faithful, single-fact, and mentioning 'nutritional composition' plus 'recombinant polypeptide' gives moderate discriminative power."
claude,MX-2025010190-A,Q4,sonnet-4.6,technical,technical,0,en,5,5,5,3,3,3,5,,,,,5,yes,5.0,3.5,4.5,"Near-duplicate of Q3 but equally faithful and focused, with enough context to point toward this patent."
claude,MX-2025010190-A,Q5,grok-4.3,technical,technical,0,en,5,5,5,2,4,2,4,,,,,4,no,5.0,3.0,4.0,"Answer is verbatim-supported and the query is specific, but the question is lifted almost word-for-word from the abstract and reads as a sentence, not a search query."
claude,MX-2025010190-A,Q6,gemini-3.5-flash,technical,technical,0,en,5,5,5,3,3,4,5,,,,,5,yes,5.0,3.75,4.5833,"Faithful and the 'nutritionally complete amino acid profile' qualifier adds specificity, though the answer 'polynucleotides' is somewhat trivial."
