doc_id,model,mode,lang,question,answer,human_slot,human_keep,human_faith,human_quality,human_linguistic,human_composite,human_reason,claude_slot,claude_keep,claude_faith,claude_quality,claude_linguistic,claude_composite,claude_reason,gpt_slot,gpt_keep,gpt_faith,gpt_quality,gpt_linguistic,gpt_composite,gpt_reason,n_keep_votes,majority_keep
EP-4634436-A1,gpt-5.4-mini,semantic,fr,Quelle stratégie de vérification utilise une injection de gaz inertes des deux côtés d'une cellule pour confirmer une cellule défectueuse ?,au moins l'un du ou des premiers tests sur la base d'une injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule,Q1,yes,4.67,4.25,5,4.64,,Q5,yes,5.0,3.75,5,4.58,"Accurate and retrievable, though it keeps much of the source vocabulary and is close to a fact lookup; near-duplicate of Q2/Q6 on the same span.",Q5,yes,5.0,4.25,5,4.75,"Cette formulation claire et ciblée correspond directement au premier test fondé sur l’injection de gaz inertes à l’anode et à la cathode, malgré une proximité lexicale notable avec la source.",3,yes
EP-4634436-A1,grok-4.3,semantic,fr,Comment des gaz inertes injectés aux deux pôles d'une cellule peuvent-ils servir à valider l'existence réelle de membranes défectueuses ?,au moins l'un du ou des premiers tests sur la base d'une injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule,Q6,no,3.33,3.75,4,3.69,,Q6,yes,5.0,4.25,4,4.42,"Conceptual and well grounded, but 'pôles' is an odd substitute for anode/cathode and 'valider l'existence réelle' is slightly awkward, lowering realism.",Q1,yes,4.33,4.5,4,4.28,"La question reformule de façon distinctive le rôle diagnostique de l’injection aux deux électrodes, même si la réponse indique seulement qu’un premier test repose sur cette injection sans en expliquer précisément le mécanisme.",2,yes
EP-4634436-A1,qwen3.6-35b-a3b,semantic,fr,Quelle technique permet de localiser les membranes fissurées au sein d'un électrolyseur sans démonter l'ensemble de la pile ?,l'injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule,Q4,no,3.0,4.0,5,4.0,,Q3,no,4.33,4.25,5,4.53,"Question adds claims not in the passage ('fissurées', 'sans démonter l'ensemble de la pile') and localisation is not what the test is said to do, so the question premise is partly unsupported.",Q4,no,3.33,4.75,5,4.36,"Le passage associe l’injection au dépistage de cellules à membrane endommagée, mais ne soutient ni la localisation de fissures ni l’affirmation d’une procédure sans démontage.",0,no
EP-4634436-A1,sonnet-4.6,semantic,fr,Comment l'injection de gaz inertes côté anode et côté cathode peut-elle être exploitée pour diagnostiquer l'intégrité des séparateurs dans un système d'électrolyse ?,au moins l'un du ou des premiers tests sur la base d'une injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule,Q2,no,3.33,4.0,5,4.11,,Q2,yes,5.0,4.5,5,4.83,"Conceptual, fluent query with good paraphrase (séparateurs/intégrité) that targets the passage's distinctive inert-gas anode/cathode injection idea; answer span is exact.",Q6,yes,4.33,4.75,5,4.69,"La notion d’intégrité des séparateurs constitue une reformulation plausible des membranes endommagées et forme une requête conceptuelle distinctive, bien que la réponse ne détaille pas comment l’injection produit le diagnostic.",2,yes
MX-2025002756-A,gemini-3.5-flash,technical,en,What is the copper weight percent range in a lead-free brass alloy containing manganese and silicon?,59 to 62 wt %,Q2,yes,5.0,5.0,5,5.0,,Q1,yes,5.0,4.5,5,4.83,"Exact answer, and the Mn/Si qualifiers make the query discriminative among lead-free brass patents.",Q5,yes,5.0,4.75,5,4.92,The question accurately targets one value and uses the manganese-and-silicon composition context to distinguish the relevant lead-free brass alloy.,3,yes
MX-2025002756-A,gpt-5-mini,technical,en,What is the weight percent range of Cu in the alloy?,59 to 62 wt % Cu,Q6,yes,5.0,4.5,5,4.83,,Q5,no,5.0,3.5,5,4.5,"Correct answer, but 'the alloy' gives no context (not even brass or lead-free), making it arbitrary as a retrieval query.",Q2,no,5.0,3.5,5,4.5,"The copper range is reproduced exactly, but the generic reference to “the alloy” gives the query little power to retrieve this particular document.",1,no
MX-2025002756-A,gpt-5.4-mini,technical,en,What Mn content range is in the lead-free brass alloy?,2.0 to 2.5 wt % Mn,Q3,yes,5.0,5.0,4,4.67,,Q6,yes,5.0,3.75,3,3.92,"Faithful near-duplicate of Q3 with slightly awkward phrasing ('What Mn content range is in'), acceptable but weaker.",Q3,yes,5.0,4.0,4,4.33,"The manganese range is exact and the material is identified, although the construction “content range is in” is slightly awkward.",3,yes
MX-2025002756-A,grok-4.3,technical,en,What is the manganese content range in the lead-free brass alloy?,2.0 to 2.5 wt % Mn,Q1,yes,5.0,5.0,5,5.0,,Q3,yes,5.0,4.0,5,4.67,"Accurate and focused, but 'the lead-free brass alloy' alone does not strongly distinguish this document.",Q4,yes,5.0,4.25,5,4.75,"This is a clear, focused composition query whose answer exactly reproduces the disclosed manganese range.",3,yes
MX-2025002756-A,qwen3.6-35b-a3b,technical,en,What is the maximum allowable lead content in the alloy?,less than 0.1 wt %,Q4,yes,4.67,4.5,5,4.72,,Q4,no,5.0,3.5,5,4.5,"Answer is correct but 'the alloy' is unanchored, so the query would match countless lead-limited alloy documents.",Q1,no,5.0,3.75,5,4.58,"The answer exactly matches the stated lead threshold, but the standalone query is underspecified because “the alloy” does not identify lead-free brass.",1,no
MX-2025002756-A,sonnet-4.6,technical,en,What is the maximum allowable Pb content in lead-free brass alloy?,less than 0.1 wt % Pb,Q5,yes,4.67,5.0,5,4.89,,Q2,yes,5.0,4.0,4,4.33,"Faithful and concise, though Pb limits in lead-free brass are a common claim so it only moderately narrows the search.",Q6,yes,5.0,4.5,5,4.83,"The query clearly identifies the material and asks for one threshold, with the answer exactly preserving the disclosed Pb limit and unit.",3,yes
MX-2025004470-A,gemini-3.5-flash,semantic,en,How does the reaction vessel design counteract temperature drop during the endothermic conversion process?,heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element,Q3,no,3.67,3.75,5,4.14,,Q4,yes,4.67,4.25,5,4.64,"Strongly paraphrased and plausible, though 'counteract temperature drop' and 'endothermic' are inferred framing not stated in the passage, so the link to the answer is slightly indirect.",Q6,no,4.33,4.5,5,4.61,"Although the answer is an exact heating step, the passage does not state that the design counteracts a temperature drop or characterize the conversion as endothermic.",1,no
MX-2025004470-A,gpt-5-mini,semantic,en,What in-reactor heating strategy is used together with a catalyst to carry out the dehydrogenation reaction?,"feeding the heated paraffinic feedstock to a first dehydrogenation reactor operating in a reaction mode and containing an active dehydrogenation catalyst and at least one first electrical heating element, heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element",Q5,yes,5.0,4.75,5,4.92,,Q1,yes,4.33,4.0,5,4.44,"Good conceptual paraphrase of the in-reactor electrical heating idea; answer is verbatim but includes the feeding step, which is padding relative to the question.",Q4,yes,5.0,3.5,5,4.5,"The answer faithfully explains that an electrical heating element is placed and used alongside the active catalyst in the first reactor, but the wording has substantial source overlap.",3,yes
MX-2025004470-A,gpt-5.4-mini,semantic,en,How is a paraffinic feedstock brought up to dehydrogenation temperature before entering the reactor?,combusting the fuel gas stream in the dehydrogenation reactor preheater and heating the paraffinic hydrocarbon feedstock to a temperature in the range of 500-650Â°C,Q1,yes,5.0,4.75,5,4.92,,Q2,yes,5.0,3.5,5,4.5,"Clean answer on the preheater combustion step with exact 500-650°C, but fired preheating before a dehydrogenation reactor is generic and less distinctive than the electric-heating novelty.",Q3,yes,5.0,3.5,5,4.5,"The answer exactly identifies combustion-based preheating and preserves the 500-650Â°C range, although the query closely follows the source vocabulary and targets a straightforward process fact.",3,yes
MX-2025004470-A,grok-4.3,semantic,en,How can electric heating be combined with catalysis inside a dehydrogenation reactor?,"heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element, and contacting the heated paraffinic feedstock with the active dehydrogenation catalyst and the at least one electrical heating element thereby producing an olefinic product stream comprising one or more olefins.",Q2,yes,5.0,4.75,5,4.92,,Q3,yes,4.67,4.25,5,4.64,Concept-oriented question on combining electric heating with catalysis that targets the passage's core idea; answer is a contiguous span with slight tail padding about the product stream.,Q1,yes,4.67,4.0,5,4.56,"The answer directly describes simultaneous in-reactor electrical heating and catalyst contact, though the product-stream clause adds minor padding beyond the integration question.",3,yes
MX-2025004470-A,qwen3.6-35b-a3b,semantic,en,How is precise thermal regulation maintained inside the catalytic reaction zone during paraffin conversion?,heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element,Q4,no,3.33,3.25,5,3.86,,Q5,no,4.33,3.5,5,4.28,'Precise thermal regulation' is not something the passage claims—it only says an electrical element heats the feed—so the question overreaches and is too generic to single out this document.,Q2,no,4.33,4.25,5,4.53,"The extracted heating step is supported, but neither it nor the passage establishes precise thermal regulation or explains how such regulation is maintained.",0,no
MX-2025004470-A,sonnet-4.6,semantic,en,How can electrical heating elements be integrated inside a catalytic dehydrogenation reactor to supplement upstream combustion-based preheating?,"feeding the heated paraffinic feedstock to a first dehydrogenation reactor operating in a reaction mode and containing an active dehydrogenation catalyst and at least one first electrical heating element, heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element",Q6,yes,4.33,5.0,5,4.78,,Q6,yes,4.33,4.5,5,4.61,"Best retrievability: captures both the combustion preheater and in-reactor electric elements, uniquely matching this passage; answer span includes the feeding step as mild padding.",Q5,yes,5.0,4.25,5,4.75,"The question offers a distinctive system-level framing, and the answer accurately locates electrical heating in the catalytic reactor downstream of the passage's combustion preheater.",3,yes
MX-2025005046-A,gemini-3.5-flash,semantic,de,Wie kann die Verweilzeit und Konzentration von aktivem Sauerstoff bei einer physikalischen Desinfektionsmethode künstlich verlängert und erhöht werden?,"Das doppelte Magnetringpaar ist so konfiguriert, dass es die lokalen Magnetfelder intensiviert, die Anzahl und die mittlere Lebensdauer der radikalisierten Sauerstoffmoleküle erhöht und die Wasserreinigung verbessert.",Q1,yes,4.0,4.5,5,4.5,,Q3,yes,5.0,4.0,4,4.33,"Answer matches the magnetic ring sentence exactly; question is heavily paraphrased ('Verweilzeit', 'aktiver Sauerstoff') but 'künstlich' and the lack of any water/magnet cue weaken realism and retrievability.",Q4,no,4.33,3.75,4,4.03,"Die Antwort ist zwar textnah, doch die Frage setzt chemische Lebensdauer mit Verweilzeit und Molekülzahl mit Konzentration gleich und führt zudem den nicht ausdrücklich belegten Desinfektionsbegriff ein.",2,yes
MX-2025005046-A,gpt-5-mini,semantic,de,"Welcher mechanische oder physikalische Mechanismus wird eingesetzt, um die Zahl und Lebensdauer reaktiver Sauerstoffspezies zu erhöhen und dadurch die Reinigung zu verbessern?","Die doppelten Paare magnetischer Ringe sind so konfiguriert, die lokalen Magnetfelder zu verstärken, die Anzahl und die mittlere Lebensdauer radikalisierten Sauerstoffmolekülen zu erhöhen und die Wasserreinigung zu verbessern.",Q2,yes,5.0,5.0,4,4.67,,Q6,no,5.0,3.5,3,3.83,"Answer is grounded but has a grammar error ('radikalisierten Sauerstoffmolekülen' should be genitive 'radikalisierter Sauerstoffmoleküle') and the question is long, never mentions water, and largely duplicates Q3/Q5.",Q2,yes,5.0,4.25,4,4.42,"Der gesuchte physikalische Mechanismus und seine Wirkung sind vollständig belegt, auch wenn die Formulierung „mechanische oder physikalische“ etwas redundant wirkt.",2,yes
MX-2025005046-A,gpt-5.4-mini,semantic,de,Wie kann UV-Licht zusammen mit Magnetfeldern die Bildung reaktiver Sauerstoffformen für die Wasserreinigung fördern?,"Die UV-Strahlungs-Reflexionsabdeckung ist so ausgelegt, dass sie die Wechselwirkung von UV-Strahlung mit Sauerstoffmolekülen in der einströmenden Luft verstärkt. Das Doppelringpaar aus Magneten intensiviert die lokalen Magnetfelder und erhöht die Anzahl und mittlere Lebensdauer radikalisierter Sauerstoffmoleküle und verbessert die Wasserreinigung.",Q3,yes,5.0,5.0,5,5.0,,Q2,yes,5.0,4.5,5,4.83,"Fluent, natural query combining UV and magnetic fields for water purification, clearly distinguishing this passage, with a fully grounded answer.",Q3,yes,5.0,4.25,5,4.75,"Frage und Antwort verbinden die beiden unmittelbar aufeinanderfolgenden, textlich belegten Funktionen der UV-Reflexionsabdeckung und der Magnetringpaare sinnvoll.",3,yes
MX-2025005046-A,grok-4.3,semantic,de,Wie lässt sich die Bildung reaktiver Sauerstoffspezies durch UV-Strahlung in einem Wassersystem gezielt verstärken?,"Die UV-Strahlungsreflektionsabdeckung ist konfiguriert, um die Interaktion der UV-Strahlung mit Sauerstoffmolekülen in der eintretenden Luft zu verstärken.",Q5,yes,4.67,4.75,5,4.81,,Q4,yes,5.0,4.0,4,4.33,"Grounded single-sentence answer about the reflection cover; question is a plausible conceptual query, though 'Reflektionsabdeckung' spelling and 'konfiguriert, um' are minor flaws.",Q6,yes,4.67,3.75,5,4.47,"Die Reflexionsabdeckung und ihre Verstärkung der UV-Sauerstoff-Wechselwirkung sind direkt belegt, wenngleich die Bildung reaktiver Sauerstoffspezies im Text nur indirekt aus dieser Wechselwirkung folgt.",3,yes
MX-2025005046-A,qwen3.6-35b-a3b,semantic,de,Wie lässt sich die Bildung langlebiger reaktiver Sauerstoffspezies in einem belüfteten Reinigungssystem physikalisch optimieren?,"Die UV-Strahlungsreflexionsabdeckung ist so ausgelegt, um die Wechselwirkung der UV-Strahlung mit Sauerstoffmolekülen in der einströmenden Luft zu verstärken. Das oder die doppelten magnetischen Ringpaare sind so konfiguriert, um die lokalen Magnetfelder zu intensivieren und die Anzahl sowie die mittlere Lebensdauer von radikalisiertem Sauerstoff zu erhöhen und die Wasserreinigung zu verbessern.",Q6,yes,5.0,5.0,5,5.0,,Q1,yes,5.0,4.25,4,4.42,"Answer is a faithful rendering of both mechanism sentences; question is strongly paraphrased and conceptual, though 'belüftetes Reinigungssystem' is vague and 'so ausgelegt, um' is slightly awkward German.",Q5,yes,5.0,4.75,5,4.92,"Die Frage formuliert das Zusammenwirken von Luft, UV-Reflexion und Magnetfeldern konzeptionell und gut auffindbar, während die Antwort beide belegten Mechanismen vollständig erfasst.",3,yes
MX-2025005046-A,sonnet-4.6,semantic,de,Welche Rolle spielen Magnetfelder bei der Erzeugung und Stabilisierung reaktiver Sauerstoffspezies in einem Wasserreinigungsgerät?,"Das/die doppelte(n) Magnetringpaar(e) ist/sind so konfiguriert, dass es/sie die lokalen Magnetfelder verstärkt/verstärken und die Anzahl und mittlere Lebensdauer der radikalisierten Sauerstoffmoleküle erhöht/erhöhen und die Wasserreinigung verbessert/verbessern.",Q4,yes,5.0,5.0,5,5.0,,Q5,yes,5.0,4.5,5,4.83,Well-framed conceptual question on the role of magnetic fields in a water purifier; answer is accurate though the slash-heavy singular/plural form is clumsy to read.,Q1,yes,5.0,4.25,5,4.75,"Die Antwort gibt die im Text beschriebene Verstärkung lokaler Magnetfelder sowie die erhöhte Zahl und Lebensdauer radikalisierter Sauerstoffmoleküle präzise wieder, und die Frage ist klar und konzeptionell relevant.",3,yes
MX-2025006624-A,gemini-3.5-flash,semantic,fr,Quels réactifs sont mis en œuvre pour synthétiser le monomère à base de polyéther-acrylate d'origine naturelle utilisé dans la formulation ?,"une réaction de condensation de biobased 1,3 poly(trimethylene ether) glycol et un (meth)acrylate compound choisi dans le groupe constitué par (meth)acrylic acid, (meth)acryloyl chloride, et /ou alkylesters de ceux-ci",Q4,yes,5.0,4.75,5,4.92,,Q5,yes,5.0,3.75,4,4.25,"Answer exactly matches the reagent list; question is a realistic, specific, well-paraphrased query ('polyéther-acrylate d'origine naturelle'), though more fact- than concept-oriented and 'réactifs' slightly stretches the passage.",Q2,yes,5.0,3.25,5,4.42,"La question est claire et la réponse identifie fidèlement les deux catégories de réactifs, même si elle vise surtout un fait de synthèse et reste lexicalement proche du passage.",3,yes
MX-2025006624-A,gpt-5-mini,semantic,fr,Comment la formulation intègre-t-elle un monomère d'origine biobasée dans un revêtement curable par rayonnement actinique ?,"La composition comprend de 10 wt% à 90 wt%, basé sur le poids total de la composition, d'un poly(trimethylene ether) (meth)acrylate compound A ayant au plus deux groupes (meth)acrylate, obtenable par une réaction de condensation de biobased 1,3 poly(trimethylene ether) glycol et d'un composé de (meth)acrylate sélectionné dans le groupe constitué par (meth)acrylic acid, (meth)acryloyl chloride et/ou leurs alkylesters; wherein the biobased 1,3 poly(trimethylene ether) glycol has a number average molecular weight Mn of from 350 to 600 g/mol, more preferably from 400 to 550 g/mol.",Q2,yes,5.0,4.75,5,4.92,,Q4,no,4.67,2.75,3,3.47,"Faithful but the answer is a long, half-translated English/French mash-up with padding, and the question largely reuses passage vocabulary with a redundant 'origine biobasée'.",Q3,yes,4.67,3.75,5,4.47,"La réponse décrit fidèlement l'incorporation du composé A avec des valeurs exactes, bien que le détail sur la masse moléculaire soit légèrement plus développé que nécessaire et que la paraphrase soit limitée.",2,yes
MX-2025006624-A,gpt-5.4-mini,semantic,fr,Comment rendre un revêtement durcissable par radiation actinique tout en utilisant un monomère issu d’un glycol biobasé ?,une composition de revêtement durcissable par radiation actinique comprenant de 10 wt% à 90 wt% d’un composé A de poly(trimethylene ether) (meth)acrylate,Q3,yes,4.67,5.0,5,4.89,,Q1,yes,5.0,3.5,4,4.17,"Answer is a faithful extract; question is a natural, moderately paraphrased problem-style query, though 'comment rendre' is slightly awkward and the query is somewhat generic.",Q4,no,5.0,3.75,4,4.25,"Le constituant et sa teneur sont correctement repris, mais la réponse n'indique pas explicitement que le composé A provient du glycol biobasé mentionné dans la question.",2,yes
MX-2025006624-A,grok-4.3,semantic,fr,Existe-t-il des revêtements polymérisables par actinique qui incorporent des matériaux d'origine biologique tout en maintenant des propriétés de mise en œuvre industrielles ?,composition de revêtement curable par radiation actinique qui comprend de 10 % en poids à 90 % en poids d'un composé A et entre 10 % en poids et 89.99 % en poids d'un composé B,Q1,no,3.33,4.25,5,4.19,,Q2,yes,4.33,3.5,3,3.61,"Answer combines two supported spans with correct figures, but 'propriétés de mise en œuvre industrielles' is an inference beyond the passage and 'polymérisables par actinique' is ungrammatical French.",Q6,no,5.0,3.5,3,3.83,"Les plages de composition sont exactes, mais la réponse ne justifie ni l'origine biologique ni le maintien de propriétés industrielles, et la tournure « polymérisables par actinique » est maladroite.",1,no
MX-2025006624-A,qwen3.6-35b-a3b,semantic,fr,Quelle stratégie formulation permet d'intégrer des précurseurs renouvelables dans des systèmes de revêtements durcis par rayonnement tout en contrôlant la rhéologie ?,"a poly(trimethylene ether) (meth)acrylate compound A having at most two (meth)acrylate groups obtainable by a condensation reaction of biobased 1,3 poly(trimethylene ether) glycol and a (meth)acrylate compound selected from the group consisting of (meth)acrylic acid, (meth)acryloyl chloride, and /or alkylesters thereof",Q6,no,3.33,4.0,3,3.44,,Q3,yes,5.0,4.25,3,4.08,"Answer is verbatim from the passage; question is well paraphrased and conceptual, with 'contrôlant la rhéologie' loosely tied to the viscosity limit, but 'stratégie formulation' is missing 'de' and the answer is in English rather than French.",Q1,no,5.0,4.25,5,4.75,"La voie chimique citée est directement étayée, mais la réponse omet le composé B et sa viscosité, indispensables pour répondre à l'aspect de contrôle rhéologique.",1,no
MX-2025006624-A,sonnet-4.6,semantic,fr,Comment intégrer des matières premières renouvelables dans une formulation de revêtement durcissable par rayonnement sans sacrifier la réactivité ?,"un composé de (met)acrilato de poly(triméthylène éther) A ayant au plus deux groupes (meth)acrylate, obtenu par réaction de condensation de 1,3 poly(trimethylene ether) glycol d'origine biologique et un composé (meth)acrylate choisi dans le groupe constitué de l'acide (meth)acrylique, du chlorure de (meth)acryloyle et/ou de leurs alkylesters",Q5,no,3.33,4.0,5,4.11,,Q6,yes,5.0,4.25,3,4.08,"Answer is a faithful French rendering of compound A; question is strongly paraphrased and conceptual, but 'sans sacrifier la réactivité' is not stated in the passage and the answer contains a stray Spanish fragment '(met)acrilato'.",Q5,no,5.0,4.0,5,4.67,"La préparation du composé biobasé est bien étayée, mais le passage ne démontre pas que cette intégration se fait sans perte de réactivité.",1,no
MX-2025007206-A,gemini-3.5-flash,technical,de,Über welcher Lagertemperatur ermöglichen die rAAV-Formulierungen eine langfristige Haltbarkeit?,-80°C,Q4,no,2.67,5.0,5,4.22,,Q6,no,4.0,3.5,3,3.5,Awkward German ('Über welcher Lagertemperatur' instead of 'Oberhalb welcher') and a bare '-80°C' answer that drops the 'above' threshold direction make it the weakest of several near-identical items.,Q5,yes,5.0,4.25,4,4.42,"Die Frage kodiert die Oberhalb-Beziehung korrekt und die Antwort gibt den exakten Schwellenwert wieder, auch wenn „Über welcher Lagertemperatur“ etwas unidiomatisch klingt.",1,no
MX-2025007206-A,gpt-5-mini,technical,de,Welche Lagertemperatur wird für langfristige Aufbewahrung genannt?,temperatures above -80 °C,Q1,yes,5.0,4.0,5,4.67,,Q5,no,5.0,3.0,4,4.0,"The answer is faithful, but the query names no rAAV/formulation anchor and is phrased as a meta-question about what the text 'nennt', so it would match arbitrary storage-temperature documents.",Q6,no,5.0,3.5,5,4.5,"Die Antwort ist ein exakter Passagenspan, aber die Frage nennt weder rAAV noch Formulierungen und ist daher für eine technische Suche zu unspezifisch.",1,no
MX-2025007206-A,gpt-5.4-mini,technical,de,Bei welcher Temperatur können die rAAV-Formulierungen längerfristig gelagert werden?,bei Temperaturen über -80 °C,Q3,yes,5.0,5.0,5,5.0,,Q4,yes,4.67,4.25,5,4.64,"Fluent and well grounded, with only a slight mismatch between the point-temperature framing ('Bei welcher Temperatur') and the threshold answer 'bei Temperaturen über -80 °C'.",Q3,yes,5.0,4.25,5,4.75,Die flüssige und fokussierte Frage nennt rAAV-Formulierungen und erhält mit dem exakt belegten Temperaturbereich eine passende Antwort.,3,yes
MX-2025007206-A,grok-4.3,technical,de,Oberhalb welcher Temperatur ermöglichen rAAV-Formulierungen langfristige Lagerung?,oberhalb von -80 °C,Q5,yes,5.0,5.0,5,5.0,,Q2,yes,5.0,4.25,5,4.75,"Clean, grammatical German question with a language-consistent, exactly grounded answer ('oberhalb von -80 °C') and a single clear fact target.",Q1,yes,5.0,4.5,5,4.83,"Die Frage ist natürlich formuliert, fokussiert auf den rAAV-Lagerungsschwellenwert und wird durch „oberhalb von -80 °C“ exakt beantwortet.",3,yes
MX-2025007206-A,qwen3.6-35b-a3b,technical,de,Ab welcher Temperatur ist eine langfristige Lagerung der rAAV-Formulierungen möglich?,above -80°C,Q2,yes,5.0,5.0,5,5.0,,Q1,yes,5.0,4.25,5,4.75,"Fluent German question whose answer ('above -80°C') is directly supported by the passage and names the rAAV formulations, though the answer span is left in English while the question is German.",Q2,yes,4.67,4.5,5,4.72,"Die Antwort entspricht dem Passageinhalt und dem exakten Wert, wobei „ab“ geringfügig inklusiver klingt als das im Text verwendete „oberhalb“.",3,yes
MX-2025007206-A,sonnet-4.6,technical,de,Bei welcher Mindesttemperatur kann eine rAAV-Formulierung für die Langzeitlagerung im Regal gelagert werden?,oberhalb von -80°C,Q6,no,3.67,4.75,4,4.14,,Q3,yes,5.0,3.5,3,3.83,"Correctly grounded and specific, but wordy and stilted ('für die Langzeitlagerung im Regal gelagert' is a literal calque of 'shelf storage'), which hurts realism and fluency.",Q4,no,4.33,3.75,4,4.03,"Der Zahlenwert ist belegt, doch „Mindesttemperatur“ deutet fälschlich einen eingeschlossenen Minimalwert an und „im Regal gelagert“ wirkt wie eine unbeholfene wörtliche Übersetzung.",1,no
MX-2025007510-A,gemini-3.5-flash,semantic,es,¿Qué trastorno circulatorio se pretende tratar disminuyendo la cantidad de tomas diarias de la terapia?,tratar hipertensión pulmonar con frecuencia de dosificación reducida,Q6,yes,3.33,3.75,4,3.69,,Q2,yes,5.0,4.25,5,4.75,"Well paraphrased (trastorno circulatorio, tomas diarias) and tightly answered from the passage.",Q3,no,4.33,3.5,5,4.28,"La hipertensión pulmonar está correctamente identificada, pero «tomas diarias» introduce una periodicidad no especificada y la pregunta se limita principalmente a recuperar una indicación clínica factual.",2,yes
MX-2025007510-A,gpt-5-mini,semantic,es,¿En qué indicación clínica se plantea usar esta formulación y qué beneficio de dosificación aporta?,tratar hipertensión pulmonar con frecuencia de dosificación reducida.,Q4,no,4.0,3.0,5,4.0,,Q3,yes,5.0,3.5,5,4.5,"Faithful and fluent, but 'esta formulación' is context-dependent and the two-part question is less search-like.",Q4,yes,5.0,4.25,5,4.75,"La pregunta recupera con claridad tanto la indicación como el beneficio posológico, y la respuesta es un fragmento exacto, pertinente y plenamente respaldado.",2,yes
MX-2025007510-A,gpt-5.4-mini,semantic,es,¿Qué tipo de formulación se usa para encapsular un fármaco de ácido débil de vida media corta?,"una composición farmacéutica que contiene liposomas, el liposoma comprende una bicapa de lípido externa; y un medio acuoso interno que incluye 5 un fármaco de ácido débil con una vida media de menos de 2 hours.",Q3,yes,4.33,3.5,4,3.94,,Q1,yes,4.33,3.75,5,4.36,"Good paraphrased concept question, but the answer span is over-long, carries the OCR artifact '5' and mixes in English 'hours'.",Q5,no,4.0,3.75,5,4.25,"La formulación liposomal y la vida media están respaldadas, pero la respuesta es innecesariamente extensa, conserva el artefacto «5» y mezcla español e inglés en lugar de dar el tipo de formulación de manera limpia.",2,yes
MX-2025007510-A,grok-4.3,semantic,es,Manera de bajar la frecuencia con que se administra medicación a pacientes con hipertensión pulmonar,para tratar hipertensión pulmonar con frecuencia de dosificación reducida,Q1,no,3.0,2.5,2,2.5,,Q5,yes,5.0,4.0,4,4.33,"Natural search-style phrasing with a faithful answer, though the query could match many pulmonary-hypertension dosing documents.",Q6,no,4.0,3.75,3,3.58,"El fragmento está presente en la fuente, pero repite el objetivo de reducir la frecuencia sin explicar la manera de lograrlo y la consulta está formulada como un sintagma incompleto.",1,no
MX-2025007510-A,qwen3.6-35b-a3b,semantic,es,¿Qué estrategia de formulación permite vehicular y proteger principios activos de origen ácido que se eliminan rápidamente del organismo?,una composición farmacéutica que contiene liposomas,Q2,yes,3.33,4.0,5,4.11,,Q4,yes,4.67,4.25,5,4.64,Strongly paraphrased conceptual query; 'proteger' slightly exceeds the passage and the query is generic enough to match many liposome documents.,Q1,yes,4.67,4.5,5,4.72,"La respuesta identifica fielmente la formulación liposomal y la pregunta ofrece una buena reformulación conceptual, aunque la función protectora no se afirma expresamente en el pasaje.",3,yes
MX-2025007510-A,sonnet-4.6,semantic,es,¿Qué estrategia de encapsulación lipídica permite reducir la frecuencia de administración en el tratamiento de la hipertensión pulmonar?,el uso de la composición farmacéutica descrita en la presente para tratar hipertensión pulmonar con frecuencia de dosificación reducida,Q5,yes,4.0,4.75,5,4.58,,Q6,yes,4.67,4.5,5,4.72,"Combines encapsulation strategy with the indication and dosing benefit, making it highly distinctive and well grounded.",Q2,no,4.33,4.5,5,4.61,"Aunque el fragmento de respuesta está literalmente respaldado, no identifica de forma autónoma la estrategia de encapsulación solicitada y depende de la referencia vaga a «la composición descrita».",2,yes
MX-2025009131-A,gemini-3.5-flash,technical,zh,在柔性泡沫生产工艺中，使用什么对高压釜腔或模腔进行加压？,supercritical fluid,Q4,yes,5.0,5.0,2,4.0,,Q5,yes,5.0,4.0,5,4.67,"Faithful, fluent, and anchored by 'flexible foam production process' plus autoclave/mold cavity, making it reasonably specific.",Q3,yes,5.0,4.75,5,4.92,问题明确结合柔性泡沫、高压釜腔和模腔，答案由原文直接支持，表述自然且聚焦单一事实。,3,yes
MX-2025009131-A,gpt-5-mini,technical,zh,聚合物由哪类聚合物组成？,one or more non-cross-linked thermoplastic polymers that are recyclable and/or biodegradable,Q6,yes,5.0,5.0,2,4.0,,Q1,no,5.0,3.0,4,4.0,"Answer is exact, but the question ('what kind of polymer is the polymer composed of') has no anchoring context and would match countless polymer documents.",Q2,no,5.0,3.25,3,3.75,答案是原文的直接连续表述，但“聚合物由哪类聚合物组成”措辞重复、缺少工艺语境且难以锁定该文献。,1,no
