model,doc_id,slot,mode,question_language,accept,faith_mean,quality_mean,rubric_used,linguistic,question,answer
grok-4.3,WO-2025054647-A1,q3,semantic,es,yes,4.3333,4.75,semantic,4,¿Qué propiedades de transporte de gas y de estabilidad mecánica debe poseer la estructura soporte para que un material termquímico funcione correctamente en un amplio margen de temperaturas?,"la matriz tiene un coeficiente de difusión de gas para el gas de 2,25*10-9 m2/s a 4,25*10-9 m2/s en un rango de temperatura de -30°C a 300°C, y una expansión máxima ε en el rango de la ley de Hooke de 25% a 300%"
grok-4.3,WO-2025177605-A1,q6,technical,fr,yes,5.0,5.0,technical,5,Quelle est la teneur minimale en Al de l'alliage à base de Ni ?,"2,0% en poids ou plus d'Al"
grok-4.3,WO-2025187661-A8,q4,semantic,es,yes,4.3333,4.25,semantic,5,¿Cómo se puede evitar la formación de rebabas durante el reciclaje de resinas de poly(arylene sulfide)?,"una composición de resina de poly(arylene sulfide) que, durante el reciclaje, puede ser inhibida de formar rebabas"
grok-4.3,WO-2025202347-A1,q3,semantic,de,yes,5.0,5.0,semantic,5,"Wie lassen sich Augenirritationen durch luftgetragene Partikel, die keine Allergene sind, gezielt behandeln?",iota-Carrageenan als Haupt- oder alleiniger Wirkstoff in einer wässrigen pharmazeutischen Zusammensetzung zur Prävention oder Behandlung von Reizungen verursacht durch luftgetragene Partikelmasse außer Allergenen.
grok-4.3,WO-2025207810-A1,q2,technical,zh,yes,5.0,4.5,technical,5,错误检查条形码核苷酸序列基于什么？,Hamming codes
grok-4.3,WO-2025210445-A1,q3,technical,fr,no,4.3333,3.25,semantic,5,Quelle tension est appliquée entre les électrodes ?,"de préférence entre 0 V et 220 V, plus préférentiellement entre 1 V et 20 V"
grok-4.3,WO-2025211128-A1,q6,technical,en,yes,5.0,4.5,technical,5,What is the recess depth from the surface of the silicon member?,0.5 μm or less
grok-4.3,WO-2025211336-A1,q4,semantic,en,no,3.6667,4.0,technical,4,What components form the basis of a resin that relies on addition reactions between silicon-containing polymers and sulfur-based molecules for light-induced hardening along with filler particles?,"includes component (A): a polyorganosiloxane having one or more vinyl groups in one molecule, component (B): a compound having one or more mercapto groups in one molecule, component (C): a photoinitiator, and component (D): hollow resin particles."
grok-4.3,WO-2025212655-A1,q2,semantic,de,yes,4.6667,5.0,semantic,4,"Welcher Amplifikationsmechanismus auf einem Träger mit gemischten Primern erzeugt kompakte, stabil haftende DNA-Strukturen?","In einigen Ausführungsformen können die Concatemer template molecules durch Durchführung von Rolling circle amplification Reaktionen auf einem Support erzeugt werden, der eine Mischung aus immobilisierten Capture- und Pinning-Primern umfasst."
grok-4.3,WO-2025215167-A1,q1,semantic,de,yes,4.3333,4.75,semantic,5,Wie können Quantensensoren dauerhaft in eine keramische Oxid-Schicht auf Oberflächen eingebracht werden?,"Die Erfindung betrifft eine Beschichtung aus Zirconium(IV)-oxid, welche durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt."
qwen3.6-35b-a3b,EP-4504821-A1,q6,technical,es,yes,5.0,3.5,technical,2,¿Cuáles son los valores permitidos para b?,0 or an integer from 1 to 500
qwen3.6-35b-a3b,EP-4577789-A1,q6,technical,zh,yes,5.0,5.0,technical,5,冷却气体管道连接竖窑内的哪两个区域？,从冷却区 (22) 引导至预热区 (21)
qwen3.6-35b-a3b,EP-4584229-A1,q3,technical,es,yes,5.0,5.0,technical,5,¿Cuál es el rango de átomos de carbono definido para el grupo R en la fórmula R-NR'H?,1 to 20 carbon atoms
qwen3.6-35b-a3b,EP-4627127-A1,q4,technical,de,yes,5.0,5.0,technical,5,Welche Verarbeitungsschritte folgen auf das Gießen bei der Herstellung der Aluminiumlegierungsprodukte?,angepasstes Walzen und nachgelagerte Wärmebehandlungsschritte
qwen3.6-35b-a3b,EP-4627881-A1,q1,semantic,zh,no,3.0,3.5,semantic,5,面对连续化生产要求，如何将独立的小型发生器集成到完整产线中？,包含多个上述发生装置的等离子体发生单元
qwen3.6-35b-a3b,EP-4630021-A1,q6,technical,de,yes,5.0,5.0,technical,2,Welche Komponenten bleiben nach der Aufbereitung des Injektionsprodukts erhalten?,"postbiotics, proteins, exosomes, biocomponents"
qwen3.6-35b-a3b,EP-4633645-A1,q2,technical,fr,yes,4.6667,3.75,technical,4,Quelle modification biochimique spécifique est élevée dans les affections neurodégénératives ciblées ?,un niveau élevé de phosphorylation de l'ubiquitine Ser65
qwen3.6-35b-a3b,EP-4633791-A1,q3,semantic,zh,no,3.0,2.75,semantic,5,家用清洁或个人洗护产品如何通过微囊化技术整合香氛成分？,含有所述微胶囊的香调组合物以及包含这些微胶囊的消费产品，尤其是以家庭护理或个人护理产品形式出现的含香消费产品。
qwen3.6-35b-a3b,EP-4634436-A1,q4,semantic,fr,no,3.0,4.0,semantic,5,Quelle technique permet de localiser les membranes fissurées au sein d'un électrolyseur sans démonter l'ensemble de la pile ?,l'injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule
qwen3.6-35b-a3b,MX-2025002756-A,q4,technical,en,yes,4.6667,4.5,technical,5,What is the maximum allowable lead content in the alloy?,less than 0.1 wt %
qwen3.6-35b-a3b,MX-2025004470-A,q4,semantic,en,no,3.3333,3.25,semantic,5,How is precise thermal regulation maintained inside the catalytic reaction zone during paraffin conversion?,heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element
qwen3.6-35b-a3b,MX-2025005046-A,q6,semantic,de,yes,5.0,5.0,semantic,5,Wie lässt sich die Bildung langlebiger reaktiver Sauerstoffspezies in einem belüfteten Reinigungssystem physikalisch optimieren?,"Die UV-Strahlungsreflexionsabdeckung ist so ausgelegt, um die Wechselwirkung der UV-Strahlung mit Sauerstoffmolekülen in der einströmenden Luft zu verstärken. Das oder die doppelten magnetischen Ringpaare sind so konfiguriert, um die lokalen Magnetfelder zu intensivieren und die Anzahl sowie die mittlere Lebensdauer von radikalisiertem Sauerstoff zu erhöhen und die Wasserreinigung zu verbessern."
qwen3.6-35b-a3b,MX-2025006624-A,q6,semantic,fr,no,3.3333,4.0,semantic,3,Quelle stratégie formulation permet d'intégrer des précurseurs renouvelables dans des systèmes de revêtements durcis par rayonnement tout en contrôlant la rhéologie ?,"a poly(trimethylene ether) (meth)acrylate compound A having at most two (meth)acrylate groups obtainable by a condensation reaction of biobased 1,3 poly(trimethylene ether) glycol and a (meth)acrylate compound selected from the group consisting of (meth)acrylic acid, (meth)acryloyl chloride, and /or alkylesters thereof"
qwen3.6-35b-a3b,MX-2025007206-A,q2,technical,de,yes,5.0,5.0,technical,5,Ab welcher Temperatur ist eine langfristige Lagerung der rAAV-Formulierungen möglich?,above -80°C
qwen3.6-35b-a3b,MX-2025007510-A,q2,semantic,es,yes,3.3333,4.0,semantic,5,¿Qué estrategia de formulación permite vehicular y proteger principios activos de origen ácido que se eliminan rápidamente del organismo?,una composición farmacéutica que contiene liposomas
qwen3.6-35b-a3b,MX-2025009131-A,q1,technical,zh,yes,5.0,4.5,technical,5,为升高腔室或型腔压力使用的是何种流体？,超临界流体
qwen3.6-35b-a3b,MX-2025009666-A,q2,technical,en,yes,5.0,5.0,technical,5,Where is the fluid outlet positioned in the dump tank vessel?,at a bottom of the vessel
qwen3.6-35b-a3b,MX-2025010190-A,q3,technical,en,yes,5.0,5.0,technical,5,What type of amino acid profile characterizes the recombinant polypeptide in the nutritional composition?,nutritionally complete amino acid profile
qwen3.6-35b-a3b,WO-2022005333-A1,q3,semantic,en,yes,5.0,4.5,semantic,5,Which unutilized refinery byproduct streams are suitable for conversion into high-quality automotive fuel?,"low-demand olefin-containing fractions, such as dry gas from catalytic cracking, a propane-propylene fraction or a butane-butylene fraction"
qwen3.6-35b-a3b,WO-2023149795-A1,q5,technical,en,yes,5.0,5.0,technical,5,At what temperature are the lyophilized larvae re-ground?,-55°C
qwen3.6-35b-a3b,WO-2025054647-A1,q6,semantic,es,yes,4.3333,4.25,semantic,4,¿Qué parámetros de permeabilidad y dilatación estructural debe cumplir el material soporte para garantizar un funcionamiento estable en acumuladores de calor químico?,"la matriz tiene un coeficiente de difusión de gas para el gas de 2.25*10 -9 m 2 /s to 4.25*10 -9 m 2 /s en un rango de temperatura de -30°C to 300°C, y una expansión máxima ε en el rango de la ley de Hooke de 25% to 300%"
qwen3.6-35b-a3b,WO-2025177605-A1,q1,technical,fr,yes,5.0,5.0,technical,5,Quelle méthode de soudage est employée pour la fabrication de la cornue ?,soudage au plasma
qwen3.6-35b-a3b,WO-2025187661-A8,q1,semantic,es,no,3.3333,3.75,semantic,5,¿Qué enfoque se propone para prevenir la aparición de rebabas o exudaciones al reprocesar polímeros de cadena aromática con enlaces de azufre?,can be inhibited from forming burrs
qwen3.6-35b-a3b,WO-2025202347-A1,q4,semantic,de,yes,5.0,5.0,semantic,5,"Welche Formulierungsstrategie ermöglicht es, iota-carrageenan als zentrales oder einziges therapeutisches Element in einer wässrigen Augenmedikation einzusetzen?",als Haupt- oder alleiniger Wirkstoff in einer wässrigen pharmazeutischen Zubereitung
qwen3.6-35b-a3b,WO-2025207810-A1,q6,technical,zh,yes,5.0,5.0,technical,5,错误检查条形码核苷酸序列基于什么编码？,汉明码
qwen3.6-35b-a3b,WO-2025210445-A1,q4,technical,fr,yes,5.0,4.0,semantic,5,Quelle plage de tension est plus préférentiellement appliquée entre les électrodes ?,entre 1 V et 20 V
qwen3.6-35b-a3b,WO-2025211128-A1,q1,technical,en,yes,5.0,5.0,technical,5,What is the preferred percentage range of Σ9 grain boundaries within the coincidence grain boundary?,from 3% to 20%
qwen3.6-35b-a3b,WO-2025211336-A1,q6,semantic,en,yes,3.6667,4.25,technical,4,What specific ingredient combination enables UV-sensitive polymers to retain pliability and withstand high temperatures when cured into heavy layers?,"component (A): a polyorganosiloxane having one or more vinyl groups in one molecule, component (B): a compound having one or more mercapto groups in one molecule, component (C): a photoinitiator, and component (D): hollow resin particles"
qwen3.6-35b-a3b,WO-2025212655-A1,q1,semantic,de,yes,4.0,4.5,semantic,4,"Welche Strategie nutzt man, um DNA-Fragmente direkt auf einem festen Träger zu replizieren und dabei eine hohe lokale Dichte zu erreichen?","Die concatemer template molecules können durch die Durchführung von rolling circle amplification Reaktionen auf einem Träger erzeugt werden, der ein Gemisch aus immobilisierten capture und pinning primers umfasst."
qwen3.6-35b-a3b,WO-2025215167-A1,q2,semantic,de,yes,3.6667,4.5,semantic,5,"Wie kann eine robuste Oxidschicht gefertigt werden, die funktionale Nanopartikel gleichmäßig verteilt und anschließend eine definierte Kristallstruktur ausbildet?","Eine Beschichtung aus Zirconium(IV)-oxid, welche durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird, in dem das Zirconium(IV)-oxid zum überwiegendem Anteil in seiner tetragonalen Phase vorliegt."
sonnet-4.6,EP-4504821-A1,q1,technical,es,yes,5.0,5.0,technical,5,¿Cuántos átomos de carbono puede tener el resto R2 en la fórmula de los organopolysiloxanos preentrecruzados?,3 to 18 carbon atoms
sonnet-4.6,EP-4577789-A1,q5,technical,zh,yes,5.0,5.0,technical,5,PFR竖窑中废气通过哪个出口排出？,废气经由排气出口 (6) 从其中一个竖井 (2) 排出
sonnet-4.6,EP-4584229-A1,q4,technical,es,yes,5.0,4.75,technical,5,¿Qué representa el grupo R en la fórmula R-NR'H de los amino compounds utilizados en composiciones de polvos de dispersión?,a linear or branched and optionally substituted hydrocarbon group with 1 to 20 carbon atoms
sonnet-4.6,EP-4627127-A1,q1,technical,de,yes,4.6667,4.75,technical,4,"Für welchen Anwendungsbereich sind diese formbaren, korrosionsbeständigen Aluminiumlegierungen vorgesehen?",structural component
sonnet-4.6,EP-4627881-A1,q4,semantic,zh,yes,4.3333,4.75,semantic,5,有没有一种统一的控制方法，可以同时适用于单台等离子体发生器和整套高温熔融系统？,"一种用于操作此类设备（10, 10a, 10b）、此类等离子体发生装置（100）或此类高温工艺设备（尤其是熔融装置（26））的方法"
sonnet-4.6,EP-4630021-A1,q4,technical,de,yes,5.0,4.75,technical,2,Was wird bei der Verarbeitung von eingehendem plazentaren Gewebe und Fluid mit Verfärbungen und Verunreinigungen als Endprodukt erzeugt?,a clear amnion and amniotic fluid injectable product
sonnet-4.6,EP-4633645-A1,q6,technical,fr,no,4.3333,3.5,technical,4,Quel marqueur biologique caractérise les maladies neurodégénératives traitées par les composés de formule (I) ?,Un niveau élevé de phosphorylation de l'ubiquitine Ser65
sonnet-4.6,EP-4633791-A1,q6,semantic,zh,no,2.3333,3.75,semantic,5,有没有一种不依赖合成聚合物壳材、利用天然生物大分子封装香料的微囊化技术？,La présente invention concerne un nouveau procédé de préparation de microcapsules à base de protéines
sonnet-4.6,EP-4634436-A1,q2,semantic,fr,no,3.3333,4.0,semantic,5,Comment l'injection de gaz inertes côté anode et côté cathode peut-elle être exploitée pour diagnostiquer l'intégrité des séparateurs dans un système d'électrolyse ?,au moins l'un du ou des premiers tests sur la base d'une injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule
sonnet-4.6,MX-2025002756-A,q5,technical,en,yes,4.6667,5.0,technical,5,What is the maximum allowable Pb content in lead-free brass alloy?,less than 0.1 wt % Pb
sonnet-4.6,MX-2025004470-A,q6,semantic,en,yes,4.3333,5.0,semantic,5,How can electrical heating elements be integrated inside a catalytic dehydrogenation reactor to supplement upstream combustion-based preheating?,"feeding the heated paraffinic feedstock to a first dehydrogenation reactor operating in a reaction mode and containing an active dehydrogenation catalyst and at least one first electrical heating element, heating the heated paraffinic feedstock in the first dehydrogenation reactor using the at least one first electrical heating element"
sonnet-4.6,MX-2025005046-A,q4,semantic,de,yes,5.0,5.0,semantic,5,Welche Rolle spielen Magnetfelder bei der Erzeugung und Stabilisierung reaktiver Sauerstoffspezies in einem Wasserreinigungsgerät?,"Das/die doppelte(n) Magnetringpaar(e) ist/sind so konfiguriert, dass es/sie die lokalen Magnetfelder verstärkt/verstärken und die Anzahl und mittlere Lebensdauer der radikalisierten Sauerstoffmoleküle erhöht/erhöhen und die Wasserreinigung verbessert/verbessern."
sonnet-4.6,MX-2025006624-A,q5,semantic,fr,no,3.3333,4.0,semantic,5,Comment intégrer des matières premières renouvelables dans une formulation de revêtement durcissable par rayonnement sans sacrifier la réactivité ?,"un composé de (met)acrilato de poly(triméthylène éther) A ayant au plus deux groupes (meth)acrylate, obtenu par réaction de condensation de 1,3 poly(trimethylene ether) glycol d'origine biologique et un composé (meth)acrylate choisi dans le groupe constitué de l'acide (meth)acrylique, du chlorure de (meth)acryloyle et/ou de leurs alkylesters"
sonnet-4.6,MX-2025007206-A,q6,technical,de,no,3.6667,4.75,technical,4,Bei welcher Mindesttemperatur kann eine rAAV-Formulierung für die Langzeitlagerung im Regal gelagert werden?,oberhalb von -80°C
sonnet-4.6,MX-2025007510-A,q5,semantic,es,yes,4.0,4.75,semantic,5,¿Qué estrategia de encapsulación lipídica permite reducir la frecuencia de administración en el tratamiento de la hipertensión pulmonar?,el uso de la composición farmacéutica descrita en la presente para tratar hipertensión pulmonar con frecuencia de dosificación reducida
sonnet-4.6,MX-2025009131-A,q5,technical,zh,yes,5.0,5.0,technical,2,生产柔性泡沫时，用什么流体对高压釜腔室或模具腔体加压？,supercritical fluid
sonnet-4.6,MX-2025009666-A,q3,technical,en,yes,5.0,5.0,technical,5,Where is the fluid outlet located on the dump tank vessel used to receive reactor product?,at a bottom of the vessel
sonnet-4.6,MX-2025010190-A,q2,technical,en,yes,5.0,5.0,technical,5,What type of amino acid profile does the recombinant polypeptide in the nutritional composition provide?,a nutritionally complete amino acid profile
sonnet-4.6,WO-2022005333-A1,q2,semantic,en,no,3.6667,4.0,semantic,5,How can low-value refinery off-gases like propane-propylene or butane-butylene cuts be converted into high-octane gasoline?,"The method makes it possible to produce gasolines using low-demand olefin-containing fractions, such as dry gas from catalytic cracking, a propane-propylene fraction or a butane-butylene fraction, and to increase the octane rating of the product to 95-98 at a product yield of more than 70 wt%"
sonnet-4.6,WO-2023149795-A1,q6,technical,en,yes,5.0,5.0,technical,5,What protein synthesis stimulator is added to the second nutrient medium for insect larval cultivation?,zinc acetate
sonnet-4.6,WO-2025054647-A1,q4,semantic,es,yes,4.3333,4.75,semantic,3,¿Qué propiedades mecánicas y de transporte debe reunir una matriz que aloje un medio de almacenamiento termoquímico para funcionar de forma estable en un amplio rango térmico?,"die Matrix einen Gasdiffusionskoeffizient für das Gas von 2,25*10-9 m2/s bis 4,25*10-9 m2/s in einem Temperaturbereich von -30°C bis 300°C, und eine maximale Dehnung ε im Hooke'schen Bereich von 25% bis 300% aufweist"
sonnet-4.6,WO-2025177605-A1,q2,technical,fr,yes,5.0,5.0,technical,5,Quelle est la teneur minimale en Ni requise dans l'alliage à base de Ni utilisé pour le matériau de base d'une cornue ?,"90,0% en poids ou plus de Ni"
sonnet-4.6,WO-2025187661-A8,q6,semantic,es,yes,4.3333,4.75,semantic,4,¿Cómo se puede evitar la formación de rebabas durante el reciclado de resinas termoplásticas de alto rendimiento?,"La composición de resina de poly(arylene sulfide) (X) para materiales de reciclaje comprende (A) 100 partes en masa de una resina de poly(arylene sulfide) lineal con grupo carboxy y (B) 0,3-10 partes en masa de un compuesto alkoxysilane."
sonnet-4.6,WO-2025202347-A1,q1,semantic,de,no,3.6667,4.0,semantic,5,"Wie können Spätfolgen einer nicht-viralen Bindehautentzündung, wie Hornhauttrübungen oder Pseudomembranbildung, pharmakologisch adressiert werden?","Die klinisch relevanten Augenerkrankungen umfassen Spätkomplikationen nicht-viraler und nicht-allergischer Konjunktivitis, ausgewählt aus der Gruppe bestehend aus Hornhauttrübungen (corneal opacities), subepitheliale Infiltrate und die Bildung okulärer Pseudomembranen (formation of ocular pseudomembranes)."
sonnet-4.6,WO-2025207810-A1,q3,technical,zh,yes,5.0,5.0,technical,4,engineered hairpin structure在寡核苷酸中起什么作用？,mitigates hybridizing of the oligonucleotide to undesirable nucleic acid sequences
sonnet-4.6,WO-2025210445-A1,q6,technical,fr,yes,5.0,5.0,semantic,5,Quelle est la plage de tension préférentielle appliquée entre les électrodes dans un procédé électrochimique de génération de réactifs de Fenton in situ ?,entre 1 V et 20 V
sonnet-4.6,WO-2025211128-A1,q5,technical,en,yes,5.0,5.0,technical,5,What is the maximum recess depth from the surface specified for a polycrystalline silicon member?,0.5 μm or less
sonnet-4.6,WO-2025211336-A1,q3,semantic,en,yes,4.0,4.0,semantic,5,"What approach addresses the challenge of achieving deep-section light cure in flexible, heat-stable coatings?",a photocurable resin composition which has favorable thick film curability and of which the cured product after curing is excellent in flexibility and heat resistance
sonnet-4.6,WO-2025212655-A1,q4,semantic,de,yes,5.0,5.0,semantic,4,Wie lassen sich DNA-Vorlagen für hochdurchsatzfähige Sequenzierläufe stabil auf einer festen Oberfläche verankern?,"Die concatemer template molecules können durch die Durchführung von rolling circle amplification Reaktionen auf einem Support generiert werden, der eine Mischung aus immobilisierten capture und pinning primers enthält. Die entstehenden Moleküle kollabieren zu kompakten DNA nanoballs, die stabil auf dem Support immobilisiert sind."
sonnet-4.6,WO-2025215167-A1,q5,semantic,de,no,3.0,4.0,semantic,5,"Wie lassen sich dotierte Nanodiamanten dauerhaft in eine Oxidkeramikschicht einbetten, ohne ihre Quanteneigenschaften zu verlieren?",Die Beschichtung aus Zirconium(IV)-oxid wird durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überführt.
